	"gene_id"	"sample97_t3"	"sample98_t4"	"sample99_t5"	"sample100_t6"	"sample101_t8"	"sample102_t24"	"sample103_t48"	"sample104_t168"	"sample105_t336"	"sample16_t3"	"sample17_t4"	"sample18_t5"	"sample19_t6"	"sample20_t8"	"sample21_t24"	"sample22_t48"	"sample23_t168"	"sample24_t336"	"sample25_t3"	"sample26_t4"	"sample27_t5"	"sample28_t6"	"sample29_t8"	"sample30_t24"	"sample31_t48"	"sample32_t168"	"sample33_t336"
"2375"	"ECB_02375"	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	5
"2376"	"ECB_02376"	1	2	2	0	0	0	0	1	2	0	1	0	0	0	0	0	4	2	0	1	0	0	1	0	0	4	3
"2377"	"ECB_02377"	0	3	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	1
"2378"	"ECB_02378"	11	13	9	2	0	0	0	8	17	2	2	1	2	1	0	0	1	5	5	1	4	1	1	0	2	13	7
"2379"	"ECB_02379"	19	28	14	5	3	0	0	6	10	6	4	2	3	7	2	0	0	5	11	12	9	4	5	2	0	9	7
"2380"	"ECB_02380"	7	11	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	2	0
"2381"	"ECB_02381"	4	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
"2382"	"ECB_02382"	3	5	3	0	0	0	0	1	2	0	0	1	2	0	0	0	0	0	1	0	3	0	3	0	0	1	4
"2383"	"ECB_02383"	15	18	17	8	0	3	0	23	27	4	4	1	4	2	0	0	11	8	4	14	8	5	5	4	1	40	31
"2384"	"ECB_02384"	13	12	10	3	1	1	0	6	10	1	2	1	1	0	0	0	3	8	0	2	6	1	6	1	0	13	9
"2385"	"ECB_02385"	244	339	171	78	5	0	0	18	98	42	49	10	38	8	5	1	5	27	49	66	62	45	55	8	1	45	63
"2386"	"ECB_02386"	232	684	232	106	6	0	1	66	58	75	95	24	77	20	1	2	19	36	84	252	160	141	146	14	7	188	104
"2387"	"ECB_02387"	151	361	113	90	2	0	0	23	42	34	69	39	71	10	1	0	21	23	55	128	123	126	100	8	0	130	71
"2388"	"ECB_02388"	463	929	204	155	8	0	3	15	75	71	111	14	70	24	0	2	1	49	100	186	219	132	103	3	2	11	38
"2389"	"ECB_02389"	71	159	48	58	1	0	0	5	11	10	15	14	29	1	0	0	2	3	30	41	52	33	18	2	0	5	3
"2390"	"ECB_02390"	784	1128	299	184	4	0	0	8	23	142	167	156	140	5	1	0	0	16	298	315	268	311	194	4	5	9	21
"2391"	"ECB_02391"	298	1294	85	87	1	0	0	1	11	4	84	12	55	2	0	0	0	0	33	152	91	92	24	0	0	4	2
"2392"	"ECB_02392"	113	176	28	70	3	0	1	3	8	4	25	14	29	0	0	1	0	8	30	53	50	34	16	0	0	8	4
"2393"	"ECB_02393"	450	490	260	152	24	0	1	73	136	122	104	39	89	48	9	2	19	52	137	186	223	140	138	8	2	103	87
"2394"	"ECB_02394"	410	421	151	117	10	3	1	56	87	75	98	29	70	20	8	4	19	37	102	159	164	121	123	70	6	94	76
"2395"	"ECB_02395"	7	18	9	0	0	0	0	6	9	2	1	0	1	1	0	0	2	8	5	12	3	7	2	1	0	5	11
"2396"	"ECB_02396"	18	27	7	5	1	1	0	78	64	4	5	0	2	1	1	4	21	22	8	16	13	8	7	0	0	89	44
"2397"	"ECB_02397"	1	0	0	2	0	0	1	18	25	1	0	1	0	0	0	0	1	9	0	1	0	0	1	0	0	26	16
"2398"	"ECB_02398"	7	18	7	1	16	1	0	111	88	5	4	0	3	17	2	1	26	42	5	5	7	2	17	34	2	219	42
"2399"	"ECB_02399"	2578	2042	1224	883	9	0	0	24	221	476	727	484	822	21	1	0	16	85	1054	1555	1693	1593	1063	3	4	34	98
"2400"	"ECB_02400"	448	835	102	213	2	0	0	27	141	55	140	24	180	2	1	0	1	29	93	189	258	269	144	1	0	18	78
"2401"	"ECB_02401"	287	459	70	42	0	1	0	120	210	11	54	6	48	5	1	8	33	71	61	97	151	56	34	2	3	108	106
"2402"	"ECB_02402"	39	43	38	29	0	0	0	3	9	9	19	0	17	0	0	0	0	0	16	44	32	30	24	1	0	1	5
"2403"	"ECB_02403"	1367	2737	1148	776	9	2	1	26	135	208	479	418	467	39	1	2	29	63	585	1817	1153	1230	539	25	0	73	76
"2404"	"ECB_02404"	1652	3340	1390	873	24	9	5	63	264	422	565	142	517	55	60	3	19	90	490	1066	1100	770	485	155	18	105	113
"2405"	"ECB_02405"	319	773	332	180	0	0	0	4	68	65	148	31	129	6	0	1	0	24	111	268	223	152	122	2	0	9	32
"2406"	"ECB_02406"	1763	3656	1348	847	19	4	1	37	270	326	594	213	423	46	1	1	9	96	529	923	1000	604	387	8	2	40	90
"2407"	"ECB_02407"	1417	2180	1208	501	41	8	7	142	268	250	564	68	394	65	57	10	28	130	977	1598	1318	945	579	96	18	253	247
"2408"	"ECB_02408"	970	1443	524	422	28	9	10	238	331	120	211	59	170	40	22	12	49	169	326	457	489	296	254	61	18	417	248
"2409"	"ECB_02409"	316	909	142	131	5	0	0	9	30	58	78	20	62	6	2	2	0	14	73	208	180	120	53	5	1	9	38
"2410"	"ECB_02410"	95	314	63	63	4	0	0	11	24	41	47	8	32	11	1	3	21	14	26	91	94	50	20	4	3	62	193
"2411"	"ECB_02411"	55	81	27	34	2	0	0	31	55	8	13	14	8	5	2	0	3	22	14	30	38	24	16	2	0	28	62
"2412"	"ECB_02412"	766	873	551	243	63	12	7	229	621	173	196	57	119	127	24	14	103	271	252	322	312	267	327	100	15	591	511
"2413"	"ECB_02413"	223	221	494	175	106	2	2	90	178	221	120	12	67	169	16	10	44	118	172	144	135	116	267	41	5	356	157
"2414"	"ECB_02414"	179	238	136	95	0	0	0	1	12	30	57	89	54	3	1	0	1	12	92	122	113	53	54	1	1	7	13
"2415"	"ECB_02415"	975	1019	944	445	40	0	0	15	123	210	308	91	251	41	1	0	12	43	455	577	494	378	396	5	2	52	76
"2416"	"ECB_02416"	175	289	157	103	12	2	0	11	40	36	110	3	68	5	0	0	1	28	123	165	197	102	69	7	2	19	45
"2417"	"ECB_02417"	112	194	102	83	0	0	0	11	34	26	73	17	56	4	0	0	4	15	80	104	110	70	113	2	1	11	38
"2418"	"ECB_02418"	606	1057	449	290	17	0	0	54	297	125	219	46	191	15	3	2	9	113	355	492	523	258	317	7	0	56	178
"2419"	"ECB_02419"	307	703	271	174	6	3	1	34	161	33	131	27	99	33	3	3	14	94	278	377	398	220	216	6	1	74	114
"2420"	"ECB_02420"	883	979	671	389	108	6	2	148	488	88	205	29	135	68	16	7	52	337	351	385	416	161	299	166	6	193	492
"2421"	"ECB_02421"	932	1408	1084	421	112	5	5	131	439	105	283	28	219	178	23	5	65	221	407	460	475	233	388	146	5	156	454
"2422"	"ECB_02422"	2043	2901	2900	949	206	7	2	249	1329	206	567	68	495	224	30	5	84	476	1102	1369	1216	753	844	132	13	347	1106
"2423"	"ECB_02423"	305	667	1029	196	101	4	1	193	945	21	106	0	67	167	15	13	42	335	208	261	256	158	423	59	15	227	615
"2424"	"ECB_02424"	407	509	294	119	17	0	1	68	289	56	128	21	97	43	1	7	22	69	184	284	245	179	157	13	3	134	151
"2425"	"ECB_02425"	328	1675	156	65	0	0	0	2	20	28	115	12	83	9	0	0	2	24	148	363	455	109	39	2	4	10	42
"2426"	"ECB_02426"	16	43	11	6	3	0	0	6	13	2	7	0	5	0	1	0	1	3	18	12	26	11	10	2	0	9	14
"2427"	"ECB_02427"	33	31	14	3	13	2	1	102	35	15	4	1	5	48	14	3	36	21	11	9	11	3	43	21	7	128	30
"2428"	"ECB_02428"	58	187	99	33	2	0	0	13	35	19	11	3	20	5	2	0	1	26	17	26	31	22	15	2	1	9	28
"2429"	"ECB_02429"	25	61	379	115	20	1	0	31	97	221	76	37	18	55	2	2	6	37	111	77	84	23	88	5	6	40	53
"2430"	"ECB_02430"	1	14	10	7	2	0	0	8	4	4	1	0	2	0	0	0	5	3	0	2	7	2	5	0	0	13	4
"2431"	"ECB_02431"	0	1	0	0	0	0	0	2	1	1	1	1	0	1	0	0	0	1	2	0	1	0	0	0	0	3	2
"2432"	"ECB_02432"	4	1	2	4	0	0	1	3	0	3	0	1	0	0	0	0	0	1	1	2	1	0	0	0	1	2	4
"2433"	"ECB_02433"	8	11	7	8	0	0	0	2	3	0	1	0	1	1	0	0	0	3	3	5	1	4	4	0	0	3	3
"2434"	"ECB_02434"	13	24	10	6	0	1	0	3	7	1	3	2	2	0	0	0	0	4	3	4	4	3	7	1	0	10	11
"2435"	"ECB_02435"	7	8	10	5	11	2	2	20	23	2	2	1	5	13	5	0	0	23	3	2	3	3	11	18	1	37	33
"2436"	"ECB_02436"	15	24	16	7	3	1	0	11	10	9	4	2	2	5	9	0	0	2	7	19	12	9	8	5	0	11	11
"2437"	"ECB_02437"	20	30	12	12	1	0	0	5	13	3	5	6	3	3	0	0	3	2	4	4	7	7	3	0	0	5	4
"2438"	"ECB_02438"	7	12	1	0	3	0	0	0	2	3	2	0	1	0	0	0	3	3	2	2	3	6	2	0	0	3	8
"2439"	"ECB_02439"	6	8	2	3	0	0	0	4	4	2	1	2	2	1	0	0	9	1	3	3	4	2	1	2	0	13	16
"2440"	"ECB_02440"	1	2	3	2	0	0	0	3	4	1	1	0	1	2	0	0	0	1	1	0	0	0	4	0	0	3	0
"2441"	"ECB_02441"	22	34	6	7	1	0	0	14	17	6	8	1	3	4	0	0	6	9	6	6	12	5	11	0	0	43	24
"2442"	"ECB_02442"	84	221	58	26	2	0	0	33	54	17	22	22	8	11	3	2	32	33	21	36	30	28	31	8	0	98	66
"2443"	"ECB_02443"	11924	10416	5511	2877	37	1	4	59	257	2194	2916	703	2374	109	5	4	7	101	4636	6694	4312	6426	4286	21	4	88	192
"2444"	"ECB_02444"	34	34	17	26	6	17	41	3186	2784	16	10	5	8	11	8	97	698	2578	10	14	22	14	18	7	60	5750	4112
"2445"	"ECB_02445"	153	233	89	55	9	5	3	45	52	38	57	54	28	13	12	3	9	53	67	94	110	64	53	26	9	69	57
"2446"	"ECB_02446"	179	133	36	64	2	0	0	3	20	12	16	19	14	2	0	0	2	12	40	55	52	46	32	1	2	4	18
"2447"	"ECB_02447"	72	99	33	15	0	0	0	9	11	8	14	6	15	3	1	0	2	9	12	17	34	10	7	1	0	6	11
"2448"	"ECB_02448"	308	413	160	81	5	2	0	18	64	28	40	31	36	4	1	1	0	19	61	122	106	66	74	3	0	35	37
"2449"	"ECB_02449"	1650	2080	959	1784	1	0	0	21	33	375	721	771	1262	2	0	2	2	22	1795	1302	2039	2676	1516	4	3	35	29
"2450"	"ECB_02450"	20	69	12	9	0	0	0	4	7	2	6	4	6	0	2	0	7	4	4	5	16	16	6	0	1	11	6
"2451"	"ECB_02451"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2452"	"ECB_02452"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2453"	"ECB_02453"	81	151	39	34	1	1	0	16	25	7	14	22	20	3	0	0	16	32	57	62	68	34	22	0	2	10	15
"2454"	"ECB_02454"	134	144	89	48	4	0	0	19	49	14	23	7	40	6	0	0	2	8	73	48	74	55	47	1	1	26	37
"2455"	"ECB_02455"	9	25	18	10	0	1	0	16	17	3	5	3	1	0	0	1	0	4	7	10	8	4	3	0	0	7	4
"2456"	"ECB_02456"	7	85	7	5	0	0	1	1	6	3	3	0	2	1	0	0	0	3	1	6	6	1	4	2	1	3	4
"2457"	"ECB_02457"	37	47	19	15	0	0	1	3	25	9	10	10	10	4	0	0	0	3	10	30	15	9	8	1	0	9	19
"2458"	"ECB_02458"	273	296	157	81	3	1	0	23	57	86	61	29	47	12	3	0	1	23	80	90	97	81	77	3	1	85	50
"2459"	"ECB_02459"	50	103	28	27	1	0	0	10	38	5	17	13	15	0	2	1	3	38	14	32	27	28	11	0	2	22	54
"2460"	"ECB_02460"	245	590	103	121	0	0	0	22	66	21	69	35	82	4	1	1	21	15	78	180	167	135	78	2	1	46	52
"2461"	"ECB_02461"	156	561	55	46	0	0	1	15	42	7	33	3	29	2	1	1	0	18	34	99	86	49	32	2	1	32	32
"2462"	"ECB_02462"	1163	1951	1141	789	5	0	0	35	101	179	396	94	405	12	0	1	17	40	446	804	842	711	488	22	2	120	69
"2463"	"ECB_02463"	1034	2203	725	470	8	0	0	72	203	227	374	96	313	19	5	1	23	98	567	1254	999	920	584	12	1	315	191
"2464"	"ECB_02464"	70	335	59	23	0	0	0	10	30	9	33	9	33	5	0	0	7	37	61	97	104	70	48	0	1	86	47
"2465"	"ECB_02465"	530	1911	543	200	20	3	0	194	186	85	207	85	150	43	6	10	115	149	211	453	441	238	239	11	1	502	200
"2466"	"ECB_02466"	841	3739	2274	1067	123	48	33	1488	1810	367	439	64	425	190	54	59	751	986	473	1081	843	626	574	275	55	5483	2290
"2467"	"ECB_02467"	612	3340	1732	832	137	29	20	752	1235	325	460	153	424	203	42	53	408	866	689	1383	1275	764	655	146	42	3212	1727
"2468"	"ECB_02468"	342	198	136	88	8	0	2	90	357	21	52	7	43	8	0	1	16	220	89	104	104	101	73	1	1	113	277
"2469"	"ECB_02469"	34	172	24	19	0	0	0	3	11	8	14	6	4	0	1	0	3	13	18	23	26	5	19	0	0	7	6
"2470"	"ECB_02470"	265	645	144	95	5	0	0	8	29	54	71	32	65	16	0	0	5	11	57	182	159	108	45	0	0	11	22
"2471"	"ECB_02471"	38	127	58	30	4	0	0	32	61	5	23	2	9	3	0	2	8	40	21	42	44	23	13	1	0	70	39
"2472"	"ECB_02472"	71	61	56	14	21	0	0	21	24	24	19	6	16	13	0	2	0	22	26	49	28	24	41	15	0	40	13
"2473"	"ECB_02473"	14907	2749	809	383	71	14	9	396	599	1124	887	312	659	128	50	53	196	339	1353	1147	783	859	456	96	62	962	977
"2474"	"ECB_02474"	196	226	102	63	8	0	0	11	29	67	52	93	44	19	1	1	1	15	44	66	72	46	42	2	0	17	14
"2475"	"ECB_02475"	467	879	435	198	9	1	2	38	42	156	154	41	93	24	1	3	7	26	134	263	197	156	99	10	6	73	44
"2476"	"ECB_02476"	64	137	86	50	85	10	8	305	284	36	43	9	39	70	35	124	63	95	47	71	59	27	77	83	10	477	223
"2477"	"ECB_02477"	29	37	11	7	0	0	0	11	22	5	7	3	5	0	1	2	0	4	5	8	11	7	3	0	1	9	10
"2478"	"ECB_02478"	192	553	427	212	110	6	5	120	187	230	140	37	78	243	14	4	52	111	167	179	124	156	247	26	5	241	208
"2479"	"ECB_02479"	406	766	199	118	32	1	0	47	107	118	139	20	59	83	4	1	36	47	96	205	158	77	86	13	2	61	73
"2480"	"ECB_02480"	10	19	9	5	1	0	0	3	4	0	2	0	4	0	0	0	0	2	7	8	11	7	6	0	0	0	6
"2481"	"ECB_02481"	178	859	771	175	45	3	4	60	318	181	117	8	45	106	11	6	18	51	147	247	165	86	148	41	7	103	100
"2482"	"ECB_02482"	2487	1894	1642	1039	533	15	13	658	1279	1379	902	64	848	1219	88	12	169	759	829	1046	1200	964	2010	275	16	2016	806
"2483"	"ECB_02483"	226	381	156	103	5	2	0	14	42	36	67	100	61	13	0	0	0	15	76	171	176	103	48	4	2	19	17
"2484"	"ECB_02484"	176	356	122	94	3	0	1	14	63	27	52	12	29	9	0	0	2	18	88	143	123	114	57	0	0	37	48
"2485"	"ECB_02485"	827	1762	777	360	15	2	2	55	201	137	248	17	184	38	7	2	13	45	219	474	480	264	207	19	1	75	98
"2486"	"ECB_02486"	2603	1838	3887	2928	10830	385	429	15632	9960	3911	1519	165	1018	14138	896	533	3655	5566	1972	2100	1896	1964	17925	3949	810	43481	13636
"2487"	"ECB_02487"	35	76	15	13	5	1	0	16	42	16	15	0	4	10	1	2	1	43	14	20	29	5	9	2	0	15	24
"2488"	"ECB_02488"	2942	2873	2028	805	19	5	4	160	1198	441	886	193	676	38	6	7	22	117	1075	1495	1310	1011	708	32	7	141	236
"2489"	"ECB_02489"	1657	1669	1122	1221	11	0	1	32	68	668	455	184	436	10	0	0	10	19	396	686	782	767	315	12	1	68	51
"2490"	"ECB_02490"	2025	1507	1836	716	6	1	2	88	241	2723	1082	65	295	12	6	6	29	48	347	1605	997	355	158	6	3	139	113
"2491"	"ECB_02491"	1	5	1	2	2	6	5	55	32	1	3	0	0	4	0	5	50	5	0	3	3	1	1	6	2	145	24
"2492"	"ECB_02492"	40	90	24	11	15	1	0	96	58	5	14	3	12	15	2	4	16	21	17	20	27	20	22	0	6	121	61
"2493"	"ECB_02493"	43	24	7	5	0	0	0	11	23	1	6	3	5	5	0	0	1	1	6	11	11	13	5	0	0	28	21
"2494"	"ECB_02494"	21	8	3	0	0	0	0	0	0	2	3	0	7	5	0	0	2	3	4	3	3	0	4	1	0	3	1
"2495"	"ECB_02495"	4828	6926	4067	3071	10	2	2	34	326	648	1357	351	1173	9	7	2	5	79	2542	3679	3263	2938	2047	29	3	58	203
"2496"	"ECB_02496"	4200	7635	4003	2863	6	0	0	32	459	821	1921	1029	1617	15	5	0	11	127	3472	5200	3955	3906	1873	18	2	79	281
"2497"	"ECB_02497"	3990	7619	4691	2689	1	1	1	36	415	902	2313	485	1745	17	2	1	12	113	2404	3808	3778	2401	1572	10	1	44	205
"2498"	"ECB_02498"	512	1280	504	361	0	0	0	2	79	87	200	18	176	2	0	0	0	26	238	405	439	291	172	3	0	11	48
"2499"	"ECB_02499"	1992	3167	2079	704	97	4	6	329	885	302	641	144	411	132	25	14	121	216	779	1154	1000	648	665	52	12	620	355
"2500"	"ECB_02500"	225	421	150	65	1	0	0	8	78	49	58	7	49	4	2	1	0	31	84	128	154	78	46	2	2	13	15
"2501"	"ECB_02501"	236	388	101	94	2	1	1	13	33	30	50	27	49	9	3	1	12	9	65	105	116	78	56	3	0	14	29
"2502"	"ECB_02502"	647	774	364	308	21	5	0	85	144	280	202	103	191	77	7	2	29	51	231	276	356	328	322	32	1	144	119
"2503"	"ECB_02503"	180	250	110	73	9	1	0	61	69	38	70	6	44	24	0	1	14	23	46	65	59	53	63	12	2	76	31
"2504"	"ECB_02504"	316	231	191	83	49	6	9	854	1440	63	73	10	55	60	15	16	152	1179	315	585	233	386	360	109	25	3711	4071
"2505"	"ECB_02505"	58	126	82	41	21	4	4	154	73	41	33	0	25	18	7	0	28	75	27	77	62	37	34	44	7	276	156
"2506"	"ECB_02506"	15	43	18	10	3	0	0	5	19	8	12	5	7	3	0	0	2	5	17	17	32	19	13	3	0	15	13
"2507"	"ECB_02507"	153	289	114	90	3	0	0	40	79	21	49	25	33	12	2	2	6	16	73	89	95	65	53	2	2	25	47
"2508"	"ECB_02508"	49	58	42	19	4	0	0	2	40	10	17	5	21	1	0	0	1	18	33	43	35	37	19	1	0	14	14
"2509"	"ECB_02509"	29	30	23	17	0	1	0	13	31	10	19	9	19	8	0	0	8	11	19	26	21	12	22	0	0	39	26
"2510"	"ECB_02510"	47	61	5	5	1	0	1	14	40	3	6	0	4	5	0	0	0	19	9	4	12	10	7	0	0	23	28
"2511"	"ECB_02511"	14	18	6	12	0	0	0	1	4	1	1	1	6	1	0	0	0	2	4	8	8	8	6	0	0	3	4
"2512"	"ECB_02512"	13	20	7	8	0	0	0	12	3	1	0	0	1	0	0	2	0	0	6	11	11	8	10	0	1	18	9
"2513"	"ECB_02513"	3	5	3	1	0	0	0	5	7	1	3	0	1	0	0	0	0	1	2	2	2	2	1	0	0	1	8
"2514"	"ECB_02514"	17	30	21	14	0	0	0	3	14	3	2	0	14	1	0	0	1	4	24	23	34	36	20	0	0	7	16
"2515"	"ECB_02515"	39	18	85	5	38	4	1	99	44	25	7	3	5	166	13	8	12	21	14	12	17	12	198	26	12	162	66
"2516"	"ECB_02516"	23	21	18	9	10	4	0	15	18	3	8	1	5	40	1	0	18	3	12	7	12	7	62	7	2	32	19
"2517"	"ECB_02517"	129	65	61	31	39	0	1	18	39	30	31	22	19	163	4	2	4	7	23	42	27	42	153	17	0	25	24
"2518"	"ECB_02518"	221	72	81	54	51	1	3	6	46	33	22	20	19	150	2	4	2	6	36	55	44	53	162	19	0	18	28
"2519"	"ECB_02519"	29	24	15	14	15	0	0	6	8	9	4	1	7	33	0	0	0	0	5	9	8	4	24	1	0	11	6
"2520"	"ECB_02520"	50	70	29	12	12	1	0	25	42	12	6	4	4	27	3	0	8	17	7	19	13	6	20	7	2	58	34
"2521"	"ECB_02521"	120	94	79	36	141	3	0	59	56	49	39	7	23	228	33	15	20	35	37	46	29	35	200	154	14	127	45
"2522"	"ECB_02522"	7	13	11	6	5	2	0	22	8	3	5	1	1	11	1	0	0	7	1	4	6	4	9	11	0	50	20
"2523"	"ECB_02523"	32	36	11	19	2	2	3	298	169	6	5	0	7	6	8	58	55	176	7	16	10	7	8	2	25	473	83
"2524"	"ECB_02524"	30	36	18	14	0	1	2	32	51	4	16	1	12	3	0	3	9	34	10	15	15	18	8	0	2	167	48
"2525"	"ECB_02525"	171	200	68	106	59	6	3	108	58	26	60	20	55	84	14	5	39	53	49	129	205	123	121	53	12	89	58
"2526"	"ECB_02526"	183	176	11	8	0	0	0	5	13	9	9	2	5	2	0	0	0	23	19	11	14	12	5	0	1	22	20
"2527"	"ECB_02527"	8	13	3	2	2	0	0	31	40	0	3	5	0	1	0	2	14	25	2	3	2	3	8	8	1	58	32
"2528"	"ECB_02528"	21	13	16	5	89	29	7	50	25	21	1	1	6	88	90	17	21	43	11	5	7	12	104	184	28	81	24
"2529"	"ECB_02529"	6	1	5	0	0	0	0	8	13	3	1	0	2	12	0	1	0	14	3	0	2	10	23	1	0	6	4
"2530"	"ECB_02530"	7	5	0	2	0	0	0	5	16	1	3	0	6	11	1	1	0	10	2	4	7	12	37	0	3	3	6
"2531"	"ECB_02531"	28	12	5	11	1	0	0	4	28	7	12	4	36	15	0	0	0	1	28	13	28	132	196	0	0	5	9
"2532"	"ECB_02532"	40	73	21	13	0	0	0	15	40	10	20	12	66	4	0	0	0	19	54	28	65	262	365	0	1	16	40
"2533"	"ECB_02533"	46	111	53	10	0	0	0	10	27	3	13	3	4	0	0	1	6	2	19	45	15	8	10	0	2	44	96
"2534"	"ECB_02534"	40	42	32	7	0	0	0	3	10	6	16	1	5	3	1	0	0	4	7	18	12	7	0	0	0	10	30
"2535"	"ECB_02535"	88	24	29	3	0	0	0	4	8	11	15	3	2	0	0	0	0	1	12	20	7	8	10	0	0	8	18
"2536"	"ECB_02536"	9	17	5	1	0	0	0	3	14	2	3	2	0	0	0	0	0	4	0	4	3	1	1	0	0	6	5
"2537"	"ECB_02537"	85	218	31	17	1	0	0	21	66	3	26	3	14	2	1	4	7	17	13	35	28	20	19	2	0	22	31
"2538"	"ECB_02538"	33	44	19	15	0	0	0	1	3	1	5	2	1	1	0	0	0	4	12	16	14	8	5	2	0	0	4
"2539"	"ECB_02539"	264	269	78	57	3	0	0	51	172	54	107	37	106	6	1	3	16	71	117	196	218	184	63	1	1	50	192
"2540"	"ECB_02540"	114	182	50	74	0	0	0	17	55	12	15	3	28	3	0	1	1	15	31	60	64	73	18	1	0	22	40
"2541"	"ECB_02541"	185	189	105	124	3	3	0	29	44	26	57	29	55	4	5	1	6	15	69	114	138	100	61	11	2	56	28
"2542"	"ECB_02542"	2355	1197	1127	552	65	3	4	33	173	677	506	170	330	160	32	2	24	54	582	611	614	476	627	103	4	72	83
"2543"	"ECB_02543"	1955	2234	1189	641	31	3	0	78	294	383	482	118	302	68	8	2	16	75	456	830	720	531	433	27	8	143	137
"2544"	"ECB_02544"	88	138	73	30	1	0	0	14	21	18	24	59	22	3	0	0	0	8	40	52	55	35	22	0	0	13	13
"2545"	"ECB_02545"	446	526	348	82	8	0	0	28	61	62	105	2	63	22	0	1	10	28	107	205	172	127	104	9	2	93	46
"2546"	"ECB_02546"	971	1355	791	472	149	31	16	326	349	161	164	35	150	166	36	21	218	217	241	379	297	236	270	124	5	1044	172
"2547"	"ECB_02547"	5497	6256	2963	1932	36	1	1	106	557	1282	2049	916	1523	73	11	3	30	197	2080	3472	3062	2624	1570	34	2	272	477
"2548"	"ECB_02548"	13	25	6	1	0	0	0	3	10	4	3	0	2	1	0	0	0	10	5	4	7	2	4	0	0	11	7
"2549"	"ECB_02549"	2421	2228	1601	690	124	7	8	1207	2208	469	571	154	392	148	41	19	356	1240	1585	2795	1547	1708	1367	94	32	3589	2174
"2550"	"ECB_02550"	36	93	17	8	1	0	0	4	3	11	18	0	6	0	0	0	0	4	11	13	17	9	6	0	1	5	1
"2551"	"ECB_02551"	89	165	28	25	0	0	0	1	16	19	14	4	7	0	0	0	1	5	10	28	20	23	9	1	0	11	12
"2552"	"ECB_02552"	11	6	17	24	3	1	0	11	21	6	2	3	3	22	1	0	15	11	2	10	5	11	30	4	0	33	19
"2553"	"ECB_02553"	5	15	14	28	8	0	0	23	18	11	4	1	6	21	1	0	12	16	2	3	2	9	23	4	0	60	29
"2554"	"ECB_02554"	0	2	5	0	2	0	0	0	1	1	0	1	0	4	0	0	2	0	0	0	0	0	2	0	0	0	2
"2555"	"ECB_02555"	14	24	17	10	4	0	0	13	11	7	6	3	8	19	0	0	0	6	7	15	6	9	24	5	1	24	18
"2556"	"ECB_02556"	4	5	5	1	2	0	0	3	2	1	6	0	0	2	1	0	0	2	1	3	3	1	4	0	0	3	0
"2557"	"ECB_02557"	43	54	23	16	5	0	0	21	22	19	8	2	6	17	0	0	5	14	12	22	16	16	23	1	0	16	22
"2558"	"ECB_02558"	58	45	31	30	7	1	0	12	29	18	11	7	15	44	1	0	5	5	15	23	15	22	34	1	0	40	33
"2559"	"ECB_02559"	33	17	9	10	6	0	0	167	133	7	7	2	5	4	2	5	72	115	17	10	21	15	27	5	5	505	204
"2560"	"ECB_02560"	10	20	5	2	0	0	0	27	26	1	3	0	0	0	1	1	11	11	2	4	1	2	4	2	0	46	46
"2561"	"ECB_02561"	9	10	2	2	0	0	0	7	3	2	0	0	2	2	0	0	3	4	1	3	3	0	3	0	0	15	6
"2562"	"ECB_02562"	20	29	10	13	1	0	1	8	21	6	4	3	4	1	1	0	1	3	6	13	9	3	7	4	1	9	14
"2563"	"ECB_02563"	11	21	11	3	2	0	0	2	5	5	4	2	3	0	0	0	0	1	1	7	3	1	4	0	2	6	13
"2564"	"ECB_02564"	79	153	91	42	5	1	0	8	30	36	43	9	26	9	3	0	9	12	32	30	37	28	19	0	0	23	28
"2565"	"ECB_02565"	2	5	3	1	2	3	4	224	205	3	6	1	2	3	5	8	61	78	5	1	4	3	5	12	6	289	203
"2566"	"ECB_02566"	20	20	5	7	2	1	0	32	45	8	2	5	4	4	2	0	42	25	3	1	7	14	9	9	2	93	54
"2567"	"ECB_02567"	51	61	32	42	6	1	1	17	30	12	19	15	7	10	9	1	23	20	21	24	19	18	23	22	0	48	26
"2568"	"ECB_02568"	12	15	6	6	9	2	0	3	2	3	4	0	3	6	2	1	7	2	7	6	9	5	15	4	4	13	7
"2569"	"ECB_02569"	10	14	4	4	1	0	0	2	2	4	3	2	5	1	0	0	0	0	2	3	4	4	4	0	0	2	8
"2570"	"ECB_02570"	3	4	2	1	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
"2571"	"ECB_02571"	8	14	6	7	0	0	0	4	1	4	3	3	10	0	0	0	0	1	7	6	8	4	0	0	0	8	8
"2572"	"ECB_02572"	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	0	0	0	0	5
