	"gene_id"	"sample97_t3"	"sample98_t4"	"sample99_t5"	"sample100_t6"	"sample101_t8"	"sample102_t24"	"sample103_t48"	"sample104_t168"	"sample105_t336"	"sample16_t3"	"sample17_t4"	"sample18_t5"	"sample19_t6"	"sample20_t8"	"sample21_t24"	"sample22_t48"	"sample23_t168"	"sample24_t336"	"sample25_t3"	"sample26_t4"	"sample27_t5"	"sample28_t6"	"sample29_t8"	"sample30_t24"	"sample31_t48"	"sample32_t168"	"sample33_t336"
"2175"	"ECB_02175"	1112	949	739	256	16	0	3	60	84	181	226	31	137	23	6	3	13	34	208	395	360	290	198	17	4	89	49
"2176"	"ECB_02176"	7	32	21	7	0	0	0	3	5	2	4	12	14	0	0	0	3	0	5	15	4	3	7	0	0	0	4
"2177"	"ECB_02177"	171	146	153	43	1	2	0	12	8	14	21	2	14	1	2	0	0	3	33	79	68	48	30	1	1	13	8
"2178"	"ECB_02178"	11	14	2	4	0	0	0	0	4	0	2	0	0	0	0	0	0	0	1	4	0	0	1	1	0	1	2
"2179"	"ECB_02179"	7	7	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	3	5
"2180"	"ECB_02180"	21	15	1	2	0	0	0	3	4	2	2	0	2	0	0	0	0	2	3	2	0	9	3	0	2	5	11
"2181"	"ECB_02181"	62	90	21	13	3	0	0	24	36	5	15	1	1	2	0	0	3	20	14	16	21	13	12	1	0	48	29
"2182"	"ECB_02182"	10	16	3	6	0	0	0	2	6	4	6	0	0	0	0	0	2	28	1	6	8	5	6	1	0	13	20
"2183"	"ECB_02183"	17	23	5	7	3	0	0	4	8	2	1	0	0	5	2	1	5	3	5	5	9	2	7	0	1	12	9
"2184"	"ECB_02184"	9	8	2	1	5	0	0	9	6	2	3	0	5	3	1	0	11	9	0	2	3	5	7	2	0	13	6
"2185"	"ECB_02185"	1	4	0	3	0	0	0	3	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
"2186"	"ECB_02186"	73	124	250	100	14	1	1	29	52	26	53	6	51	26	3	2	14	38	56	91	96	66	71	4	6	44	44
"2187"	"ECB_02187"	171	130	66	86	0	0	1	6	3	21	33	14	47	3	0	0	3	5	73	74	95	84	52	0	0	3	7
"2188"	"ECB_02188"	346	246	171	113	3	0	0	12	25	58	63	34	53	7	0	0	2	10	78	92	104	96	60	1	1	11	10
"2189"	"ECB_02189"	293	185	139	92	7	0	0	20	26	56	87	54	66	10	1	2	3	24	75	100	114	107	66	3	0	20	10
"2190"	"ECB_02190"	35	37	25	25	1	0	0	6	13	10	6	4	17	1	1	0	0	6	6	19	23	13	7	0	1	5	3
"2191"	"ECB_02191"	112	130	51	57	2	1	0	11	13	22	21	12	40	6	0	0	1	8	26	54	74	65	50	3	0	15	12
"2192"	"ECB_02192"	67	127	50	31	3	0	1	9	28	18	18	0	13	5	1	1	4	12	16	23	27	12	8	3	1	12	15
"2193"	"ECB_02193"	215	169	117	65	109	9	8	120	115	64	29	7	25	164	92	8	31	41	51	60	76	63	172	353	13	164	106
"2194"	"ECB_02194"	138	177	118	56	4	0	0	12	27	17	21	1	10	11	1	1	8	13	27	54	30	28	29	4	2	31	29
"2195"	"ECB_02195"	28	50	19	16	0	0	0	4	13	4	9	5	6	1	0	0	0	0	17	37	16	15	8	0	1	6	16
"2196"	"ECB_02196"	3	14	2	1	0	1	0	7	14	0	0	0	0	0	1	0	0	0	1	4	3	0	1	1	1	8	1
"2197"	"ECB_02197"	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1
"2198"	"ECB_02198"	5	1	2	2	0	0	0	12	9	1	0	0	0	0	0	0	0	4	1	2	3	1	3	0	2	15	11
"2199"	"ECB_02199"	12	22	27	13	1	0	0	20	45	13	7	3	3	7	1	1	12	13	13	27	16	31	26	3	4	73	49
"2200"	"ECB_02200"	62	58	71	28	13	0	1	29	61	22	19	2	13	16	1	1	5	25	38	51	25	43	49	3	0	100	47
"2201"	"ECB_02201"	887	1073	758	443	7	3	1	9	59	175	348	75	178	13	6	1	1	29	321	429	446	231	119	36	0	5	27
"2202"	"ECB_02202"	1527	1923	1422	877	12	4	0	16	123	299	621	149	414	18	0	2	1	30	891	1293	924	735	242	9	1	29	49
"2203"	"ECB_02203"	1411	2182	2492	1645	38	2	1	17	131	634	1096	551	748	57	7	2	17	30	751	1301	1428	891	425	25	6	41	105
"2204"	"ECB_02204"	72	179	149	240	2	1	0	3	4	27	47	34	43	2	0	0	0	0	47	46	79	50	26	2	0	1	4
"2205"	"ECB_02205"	173	240	330	224	3	1	0	3	33	88	143	236	93	10	2	1	0	11	556	1198	518	880	308	6	2	16	25
"2206"	"ECB_02206"	269	464	452	410	8	0	0	5	21	123	180	73	167	19	1	1	2	2	168	222	262	149	80	1	0	4	19
"2207"	"ECB_02207"	643	758	684	690	12	0	2	9	53	176	221	94	220	14	0	1	4	14	268	313	407	215	99	2	0	13	25
"2208"	"ECB_02208"	4156	3250	2080	2034	68	2	2	57	264	562	941	929	808	78	14	5	10	80	1316	1630	1823	934	441	30	3	78	139
"2209"	"ECB_02209"	1403	1102	764	575	23	0	0	14	79	338	559	397	475	48	4	3	1	56	665	717	936	607	216	11	1	16	57
"2210"	"ECB_02210"	511	469	256	246	8	0	0	4	45	93	162	104	130	14	0	1	4	20	282	438	273	326	121	0	0	5	45
"2211"	"ECB_02211"	1893	2033	970	815	27	2	6	24	116	303	499	228	291	63	5	3	7	66	591	988	852	566	220	11	2	41	79
"2212"	"ECB_02212"	515	849	306	212	18	1	0	21	77	151	182	36	80	41	3	0	7	46	174	194	220	91	105	6	0	11	39
"2213"	"ECB_02213"	283	558	226	121	17	2	0	18	80	108	108	27	55	35	4	1	2	35	125	181	153	91	39	8	1	24	63
"2214"	"ECB_02214"	1674	1646	1911	657	311	44	17	1364	2015	743	963	63	768	1187	208	194	456	1392	1370	1538	1327	1173	1510	356	153	4377	3730
"2215"	"ECB_02215"	122	179	115	125	13	6	3	92	198	25	49	51	53	13	3	1	33	77	50	90	87	64	52	7	5	169	157
"2216"	"ECB_02216"	145	93	85	34	6	0	0	10	28	19	29	16	19	6	1	1	4	11	33	97	38	75	42	0	2	31	25
"2217"	"ECB_02217"	143	230	89	62	5	0	0	22	42	31	41	12	22	12	0	1	8	27	30	63	36	37	32	3	0	30	33
"2218"	"ECB_02218"	815	530	313	152	17	1	1	43	70	142	134	14	87	32	10	6	7	37	146	163	163	130	175	35	1	110	51
"2219"	"ECB_02219"	1253	762	556	232	36	2	3	52	137	235	225	23	160	80	7	3	20	60	224	405	326	280	287	29	8	167	103
"2220"	"ECB_02220"	363	367	357	105	58	64	16	1259	938	93	162	55	81	86	179	86	443	814	202	302	227	182	188	574	115	2610	1736
"2221"	"ECB_02221"	1305	724	236	244	20	3	2	82	210	287	235	68	150	42	15	5	15	92	191	268	258	275	238	41	10	109	147
"2222"	"ECB_02222"	3134	1604	867	646	19	3	1	11	107	637	589	98	499	51	5	2	3	35	805	899	910	982	971	25	4	28	94
"2223"	"ECB_02223"	2	5	6	2	0	0	0	0	10	1	1	0	0	0	0	0	2	4	4	0	0	0	7	1	1	9	26
"2224"	"ECB_02224"	163	320	81	46	4	0	0	9	38	27	33	8	27	11	1	1	3	13	24	76	61	38	31	2	1	16	27
"2225"	"ECB_02225"	183	271	87	46	6	0	0	6	29	37	44	11	27	8	1	0	0	20	49	95	105	59	51	2	1	18	13
"2226"	"ECB_02226"	87	151	64	38	2	0	0	4	20	15	14	5	18	3	0	0	2	0	21	49	35	30	24	1	0	2	10
"2227"	"ECB_02227"	7	8	5	1	3	1	0	26	9	2	3	0	0	9	1	3	0	7	2	0	2	0	6	4	2	31	5
"2228"	"ECB_02228"	361	326	276	145	30	9	7	180	138	114	122	5	98	44	9	10	20	66	338	465	431	375	336	53	31	441	160
"2229"	"ECB_02229"	318	392	243	197	88	29	34	787	605	101	97	27	107	105	24	26	208	262	144	191	202	150	242	46	58	1844	678
"2230"	"ECB_02230"	32	24	20	11	2	1	2	35	46	5	5	1	2	4	0	0	6	18	10	16	16	19	18	5	0	37	24
"2231"	"ECB_02231"	344	313	225	119	6	0	0	11	18	79	93	97	70	25	0	0	7	20	88	155	159	114	102	4	0	17	19
"2232"	"ECB_02232"	90	100	75	35	3	0	0	5	18	21	45	20	27	11	0	0	1	9	31	40	46	21	21	2	0	22	10
"2233"	"ECB_02233"	269	227	267	73	12	0	1	29	41	47	95	12	47	27	0	0	1	25	73	152	122	79	86	3	3	36	34
"2234"	"ECB_02234"	2234	1190	1203	451	50	2	6	236	257	348	399	104	212	140	7	31	42	127	337	531	475	440	473	8	12	306	177
"2235"	"ECB_02235"	7145	2920	10319	1044	322	9	4	192	350	1512	1014	52	326	1435	22	9	65	274	1787	2760	908	690	3044	87	19	533	464
"2236"	"ECB_02236"	27	61	29	11	0	0	0	2	1	3	16	1	8	1	1	0	0	5	12	14	23	6	8	0	0	2	3
"2237"	"ECB_02237"	457	615	187	239	2	0	1	9	30	61	161	32	125	13	2	0	0	9	199	228	274	295	142	6	1	20	22
"2238"	"ECB_02238"	279	891	135	245	5	0	0	2	17	18	70	21	58	5	0	0	4	7	101	141	160	84	78	2	0	1	20
"2239"	"ECB_02239"	297	391	326	122	37	5	1	44	103	69	99	78	63	39	4	6	39	43	98	228	157	170	234	27	4	141	82
"2240"	"ECB_02240"	425	638	282	140	14	3	0	34	78	62	116	17	94	30	6	1	25	59	109	296	244	165	136	27	3	150	159
"2241"	"ECB_02241"	1049	2095	690	317	17	3	5	58	231	317	350	129	150	55	12	6	37	78	285	489	474	260	152	40	18	144	190
"2242"	"ECB_02242"	177	349	168	119	0	0	0	2	13	48	56	8	61	1	0	0	0	10	44	99	92	79	40	1	0	6	11
"2243"	"ECB_02243"	125	414	173	108	2	0	1	8	16	74	78	65	89	5	1	0	0	7	64	132	105	127	91	1	0	20	25
"2244"	"ECB_02244"	530	730	252	120	3	0	0	9	36	92	132	74	81	6	1	0	5	11	78	157	172	131	107	0	1	33	20
"2245"	"ECB_02245"	589	689	289	140	5	0	1	19	122	112	146	46	78	14	3	0	8	47	97	220	250	155	112	8	2	37	54
"2246"	"ECB_02246"	69	132	35	34	0	0	0	4	13	15	22	7	13	1	0	0	5	3	21	25	39	17	9	0	2	15	9
"2247"	"ECB_02247"	163	451	49	56	0	0	0	8	21	11	37	15	27	1	0	0	0	8	18	62	70	39	15	1	0	2	11
"2248"	"ECB_02248"	259	1850	1177	553	73	4	3	282	304	430	542	139	342	161	36	11	110	119	384	665	564	449	371	104	21	665	295
"2249"	"ECB_02249"	52	168	68	60	4	0	0	21	68	25	21	17	21	4	0	0	15	29	57	85	38	63	50	1	0	52	51
"2250"	"ECB_02250"	364	625	246	309	2	1	1	19	35	17	66	13	68	1	1	5	0	12	90	136	133	111	56	2	2	28	16
"2251"	"ECB_02251"	652	614	480	408	2	0	0	9	65	57	181	32	353	7	0	0	2	18	446	714	716	495	342	4	2	22	29
"2252"	"ECB_02252"	76	166	54	94	0	0	0	9	7	7	27	35	34	1	0	0	0	8	43	51	77	53	31	0	0	4	11
"2253"	"ECB_02253"	262	408	135	161	1	0	0	10	15	20	88	51	113	3	1	0	2	4	100	168	216	166	98	1	0	21	18
"2254"	"ECB_02254"	755	911	439	311	8	2	1	26	86	131	222	77	192	18	0	0	4	19	252	349	433	338	226	7	0	34	28
"2255"	"ECB_02255"	404	498	186	129	2	0	0	18	31	120	81	18	66	8	0	0	4	19	105	149	127	123	101	0	0	44	31
"2256"	"ECB_02256"	104	116	74	34	7	0	1	43	88	10	23	4	28	6	1	4	33	47	55	62	54	62	38	4	1	89	71
"2257"	"ECB_02257"	50	121	34	16	4	0	2	139	68	9	10	1	18	12	4	1	19	36	22	32	26	29	24	26	3	138	72
"2258"	"ECB_02258"	4	15	7	3	0	0	0	7	10	6	3	1	0	0	0	0	0	0	3	7	9	1	2	0	0	13	22
"2259"	"ECB_02259"	3	19	9	9	1	0	0	0	1	6	3	4	1	1	0	0	1	2	0	14	7	1	5	1	0	2	0
"2260"	"ECB_02260"	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
"2261"	"ECB_02261"	1	3	3	2	0	0	0	4	0	2	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	6	3
"2262"	"ECB_02262"	17	22	4	4	1	1	1	32	42	0	7	1	0	1	3	2	10	21	8	9	8	7	7	2	0	75	98
"2263"	"ECB_02263"	0	1	2	0	0	0	0	15	24	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	20	14
"2264"	"ECB_02264"	102	526	274	181	45	4	2	320	244	62	103	6	76	42	11	17	256	231	79	164	190	107	83	45	11	1478	460
"2265"	"ECB_02265"	95	1419	889	336	235	9	8	219	434	151	116	33	41	319	31	9	62	286	204	302	181	64	327	51	9	555	465
"2266"	"ECB_02266"	105	784	2210	1065	119	11	7	339	385	337	249	30	191	195	14	13	150	248	641	392	372	255	511	44	16	870	430
"2267"	"ECB_02267"	616	493	454	323	28	15	2	222	310	215	241	92	205	34	45	22	114	176	326	352	339	241	121	152	18	790	342
"2268"	"ECB_02268"	219	389	389	150	49	9	2	93	103	145	81	4	58	223	17	5	27	93	62	102	106	53	148	73	10	231	136
"2269"	"ECB_02269"	9	31	4	3	0	0	2	113	73	2	1	0	3	3	3	6	10	29	5	3	6	6	4	4	8	96	43
"2270"	"ECB_02270"	20	37	21	21	0	0	0	3	9	2	6	2	11	1	0	0	1	4	20	22	21	22	25	1	0	8	10
"2271"	"ECB_02271"	4	11	1	5	0	0	0	4	3	0	0	1	1	1	0	0	0	0	4	5	2	4	1	0	0	0	2
"2272"	"ECB_02272"	180	244	119	60	6	3	1	27	42	66	59	13	33	8	2	2	15	15	59	107	97	61	42	8	1	54	33
"2273"	"ECB_02273"	7	11	8	3	0	0	1	24	29	0	1	0	1	12	3	0	14	8	0	3	1	3	5	7	3	67	9
"2274"	"ECB_02274"	14	16	7	10	2	0	0	34	35	2	9	3	4	4	0	0	7	12	2	6	3	7	12	1	1	62	39
"2275"	"ECB_02275"	1	7	3	8	1	1	0	12	10	1	3	0	3	7	1	0	0	2	1	1	4	2	9	1	0	3	15
"2276"	"ECB_02276"	80	128	41	28	2	0	1	12	20	10	14	7	11	17	1	1	3	4	27	19	25	23	51	3	1	12	13
"2277"	"ECB_02277"	2	2	0	2	2	0	2	28	15	0	0	0	0	0	0	0	0	11	0	1	1	1	2	0	0	32	13
"2278"	"ECB_02278"	0	0	0	0	0	1	0	35	20	0	0	0	0	1	0	0	9	9	0	0	1	2	2	0	2	74	31
"2279"	"ECB_02279"	27	60	34	17	0	0	0	1	3	4	6	0	1	0	0	0	0	4	12	15	16	11	7	0	0	0	0
"2280"	"ECB_02280"	109	199	52	33	0	1	0	53	53	8	15	2	7	2	0	0	2	15	15	38	28	18	11	0	0	39	27
"2281"	"ECB_02281"	2	3	0	1	0	1	1	49	22	1	1	0	0	2	1	1	3	8	0	0	0	0	0	2	0	38	24
"2282"	"ECB_02282"	0	0	1	0	0	0	0	0	5	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	4	5
"2283"	"ECB_02283"	5	4	5	3	0	0	0	6	11	1	2	0	2	0	0	0	2	2	3	3	4	3	3	0	0	15	23
"2284"	"ECB_02284"	3	2	2	0	0	0	0	4	6	0	0	0	0	1	0	1	0	5	1	1	2	0	1	0	0	7	15
"2285"	"ECB_02285"	2	6	1	4	0	1	0	47	30	0	0	0	0	0	0	1	6	22	1	6	0	1	1	0	0	71	24
"2286"	"ECB_02286"	1	1	1	1	0	0	0	6	3	1	0	0	0	0	0	0	0	3	0	1	3	1	0	0	0	4	2
"2287"	"ECB_02287"	26	58	41	41	17	15	9	105	51	15	11	3	17	9	8	8	34	43	12	22	22	21	23	22	4	284	80
"2288"	"ECB_02288"	523	1801	646	471	5	2	0	222	496	17	227	133	469	9	2	9	64	263	385	966	963	638	359	3	8	649	240
"2289"	"ECB_02289"	385	1007	461	255	41	7	4	127	303	125	152	66	98	79	19	5	39	104	206	334	285	195	152	66	12	321	190
"2290"	"ECB_02290"	119	175	41	35	1	0	0	19	30	12	32	4	25	5	1	3	4	12	43	61	77	44	24	1	4	20	23
"2291"	"ECB_02291"	332	360	159	122	14	18	7	136	70	46	102	46	81	24	44	16	19	65	160	213	221	152	124	116	16	181	91
"2292"	"ECB_02292"	44	58	22	16	1	1	0	58	33	6	12	1	6	4	7	3	11	14	16	28	29	25	17	29	5	72	52
"2293"	"ECB_02293"	8	18	6	6	0	0	0	10	10	4	3	1	1	3	0	1	2	3	8	6	9	3	5	0	3	12	13
"2294"	"ECB_02294"	5	6	2	0	0	0	0	8	3	1	1	0	0	2	0	0	3	4	4	0	2	2	1	0	3	8	5
"2295"	"ECB_02295"	3	4	1	2	0	0	0	2	1	2	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	2	1
"2296"	"ECB_02296"	3	0	1	0	0	0	0	3	2	0	1	0	0	1	1	0	0	2	1	0	4	0	0	1	0	5	7
"2297"	"ECB_02297"	0	4	1	1	1	0	0	2	2	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	4	2
"2298"	"ECB_02298"	182	225	245	131	26	2	2	81	110	77	77	13	62	43	3	6	44	62	80	111	103	115	128	25	1	186	79
"2299"	"ECB_02299"	12	26	14	8	4	3	0	27	14	4	5	4	10	4	2	2	5	10	4	4	9	8	6	7	1	50	9
"2300"	"ECB_02300"	12	21	21	8	2	0	1	18	6	10	11	1	9	4	3	1	2	16	8	8	10	6	5	0	1	21	3
"2301"	"ECB_02301"	272	372	200	118	107	77	44	1033	1004	44	82	32	194	152	78	63	377	778	115	121	206	357	842	321	45	3266	1485
"2302"	"ECB_02302"	757	468	204	172	3	0	0	11	23	107	141	28	112	19	3	2	1	10	212	308	270	324	234	19	1	20	60
"2303"	"ECB_02303"	70	185	53	53	7	0	0	19	47	15	19	5	19	12	0	1	3	12	36	57	74	28	40	3	2	32	36
"2304"	"ECB_02304"	109	183	166	122	42	8	14	221	317	18	57	4	56	51	3	23	141	135	101	142	170	137	152	15	11	658	296
"2305"	"ECB_02305"	58	120	72	53	15	2	6	133	122	13	20	11	36	9	4	9	117	106	41	45	61	32	37	5	8	373	133
"2306"	"ECB_02306"	1197	1162	416	464	7	3	2	41	209	219	355	224	339	32	8	6	19	86	440	1017	686	875	477	30	8	81	168
"2307"	"ECB_02307"	0	15	6	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	6	3
"2308"	"ECB_02308"	23	30	14	16	5	0	1	130	165	5	7	3	2	7	2	3	45	68	11	4	14	12	13	8	4	281	134
"2309"	"ECB_02309"	141	126	61	42	11	0	0	58	102	28	54	6	26	21	9	1	12	31	57	61	75	52	60	8	3	82	78
"2310"	"ECB_02310"	6	6	5	5	0	0	0	1	4	2	2	3	2	0	0	0	0	0	4	2	3	3	5	0	0	1	3
"2311"	"ECB_02311"	468	605	288	174	6	0	0	17	81	92	133	64	121	38	2	0	6	43	183	278	295	295	248	5	0	38	57
"2312"	"ECB_02312"	698	1145	648	274	43	6	2	93	233	189	239	88	150	89	23	4	14	107	345	377	358	210	186	43	5	149	174
"2313"	"ECB_02313"	78	75	24	21	2	0	0	11	28	13	17	5	10	4	0	0	0	10	9	30	30	17	11	2	0	9	18
"2314"	"ECB_02314"	7090	1207	2023	1050	22	1	1	43	455	909	908	767	867	45	0	1	5	45	619	1102	1528	1399	1114	9	3	53	130
"2315"	"ECB_02315"	2496	1862	718	674	11	1	2	151	275	216	420	88	371	32	7	6	31	81	503	626	667	585	413	44	12	165	151
"2316"	"ECB_02316"	8917	6942	3575	2446	143	20	14	398	882	1447	2299	691	2000	228	62	17	95	355	3323	3800	3985	3684	3339	308	18	677	806
"2317"	"ECB_02317"	4402	3784	2264	1823	507	135	21	420	409	1041	1136	187	1009	482	641	43	59	185	1815	1874	1945	2002	2067	2189	75	443	358
"2318"	"ECB_02318"	238	162	139	85	10	0	0	15	48	32	44	10	41	11	2	1	6	25	49	53	84	61	62	5	2	50	33
"2319"	"ECB_02319"	3	56	25	8	0	0	0	3	3	3	5	1	4	1	0	0	0	6	2	11	14	10	3	0	0	11	4
"2320"	"ECB_02320"	315	1090	580	262	25	2	0	39	69	60	84	12	104	25	2	0	9	46	126	345	280	265	214	7	0	74	73
"2321"	"ECB_02321"	553	1012	496	471	0	0	0	2	90	111	158	26	144	1	1	0	0	11	226	354	446	294	211	0	0	14	34
"2322"	"ECB_02322"	3591	1233	1315	817	2	0	2	38	188	527	569	44	384	4	1	0	7	23	628	825	795	728	675	2	2	65	175
"2323"	"ECB_02323"	406	133	207	152	0	0	0	2	42	72	130	11	88	0	0	0	1	1	173	224	226	180	173	1	1	3	8
"2324"	"ECB_02324"	898	144	603	233	0	0	1	7	120	180	344	308	262	1	0	1	3	24	383	434	739	394	341	1	0	27	41
"2325"	"ECB_02325"	3987	603	2036	770	0	0	0	44	357	452	993	463	1001	5	1	4	19	44	467	1045	1602	1540	1011	1	1	80	124
"2326"	"ECB_02326"	325	554	1304	554	251	13	14	391	659	265	275	34	169	350	25	13	208	470	377	490	385	356	651	50	37	1489	730
"2327"	"ECB_02327"	20	32	36	16	2	0	0	1	6	14	4	6	9	5	0	0	1	6	12	19	15	7	7	1	0	6	6
"2328"	"ECB_02328"	102	133	169	120	15	0	0	18	33	85	62	8	48	18	0	0	9	15	98	123	127	56	127	0	1	25	20
"2329"	"ECB_02329"	32	47	46	35	6	1	2	6	18	50	15	8	16	9	0	0	1	2	14	13	29	15	15	2	1	14	9
"2330"	"ECB_02330"	5	6	8	5	10	1	1	0	1	2	4	0	3	9	3	0	1	2	2	2	1	0	8	4	0	4	5
"2331"	"ECB_02331"	313	555	262	107	9	0	2	33	102	73	77	38	83	8	5	0	14	34	128	204	143	146	110	6	0	76	119
"2332"	"ECB_02332"	97	385	122	68	2	0	0	1	7	40	63	11	50	2	0	0	0	4	40	107	125	92	59	1	0	5	4
"2333"	"ECB_02333"	62	111	40	33	1	0	0	6	15	7	17	8	18	3	0	0	0	7	20	35	44	36	26	1	0	7	7
"2334"	"ECB_02334"	112	199	89	60	7	0	1	4	26	40	29	8	18	9	1	0	10	9	35	79	50	54	57	4	0	8	20
"2335"	"ECB_02335"	94	255	61	23	3	0	2	66	142	17	23	8	20	4	0	5	32	50	25	71	46	20	19	6	2	106	102
"2336"	"ECB_02336"	119	213	48	22	0	0	0	20	51	12	18	3	11	4	0	1	2	24	16	51	43	20	20	2	1	30	27
"2337"	"ECB_02337"	10	14	8	3	1	0	0	4	7	6	6	3	8	6	0	0	2	3	10	7	9	4	9	4	0	6	4
"2338"	"ECB_02338"	8	14	5	8	2	1	0	1	5	7	3	1	4	4	0	0	0	5	6	7	5	4	12	4	0	9	11
"2339"	"ECB_02339"	11	4	4	5	2	0	0	1	0	2	2	1	2	2	0	0	0	0	4	1	3	2	4	2	0	4	6
"2340"	"ECB_02340"	19	9	10	1	2	0	1	2	14	7	6	0	3	6	0	0	43	7	9	11	10	13	10	3	2	74	236
"2341"	"ECB_02341"	34	22	19	4	0	1	0	9	14	11	19	5	8	9	0	0	6	3	15	12	17	10	14	0	0	27	143
"2342"	"ECB_02342"	7	6	9	2	1	0	1	1	6	3	0	2	2	3	0	0	0	1	3	4	6	2	2	2	1	5	2
"2343"	"ECB_02343"	3	6	5	2	0	0	0	5	2	3	1	0	2	1	1	0	4	4	4	4	2	1	1	2	1	5	7
"2344"	"ECB_02344"	6	4	6	4	1	0	0	3	3	1	1	1	3	1	1	0	1	2	3	0	6	1	2	2	2	21	33
"2345"	"ECB_02345"	0	1	3	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
"2346"	"ECB_02346"	2	2	2	4	0	0	0	0	1	0	2	1	0	0	0	0	0	4	0	0	2	0	0	0	0	0	4
"2347"	"ECB_02347"	1	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0
"2348"	"ECB_02348"	6	5	1	2	1	1	0	0	1	2	1	2	3	1	0	0	0	0	4	2	4	3	3	1	0	0	1
"2349"	"ECB_02349"	3	5	5	5	4	0	0	2	6	2	2	0	4	2	1	0	0	4	21	35	14	46	27	1	1	1	5
"2350"	"ECB_02350"	3	1	0	0	0	0	0	6	9	0	0	0	0	2	0	0	0	1	0	1	1	0	0	1	0	4	6
"2351"	"ECB_02351"	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	4	0	1	0	0	1	0	0	4	1
"2352"	"ECB_02352"	0	0	0	1	3	0	0	2	6	1	1	0	1	1	1	0	2	6	1	1	1	1	1	0	0	4	10
"2353"	"ECB_02353"	0	0	1	0	1	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	11	3
"2354"	"ECB_02354"	409	594	774	485	103	0	2	59	216	372	276	117	207	196	3	0	24	111	235	320	283	305	424	10	6	131	188
"2355"	"ECB_02355"	37	40	21	12	14	0	2	34	38	21	12	3	12	56	7	0	6	12	7	23	22	13	52	13	3	32	16
"2356"	"ECB_02356"	123	85	58	36	28	1	0	32	56	37	26	5	27	92	2	1	9	17	25	26	35	43	118	28	9	54	68
"2357"	"ECB_02357"	40	73	15	8	0	1	0	6	24	3	5	1	8	1	0	0	4	9	2	10	11	6	5	0	1	22	16
"2358"	"ECB_02358"	540	432	274	106	2	0	0	25	15	82	104	15	48	7	1	0	2	16	107	184	136	114	104	1	2	23	19
"2359"	"ECB_02359"	35	56	25	11	6	2	0	19	14	23	12	4	6	2	0	0	9	9	28	33	29	20	16	8	7	50	22
"2360"	"ECB_02360"	157	176	62	37	43	4	1	206	216	14	18	6	21	33	1	12	41	148	42	42	55	35	50	22	8	353	181
"2361"	"ECB_02361"	63	92	37	38	0	0	0	21	39	13	16	21	12	0	0	0	2	25	33	40	45	47	16	2	1	39	55
"2362"	"ECB_02362"	86	87	82	62	6	1	0	15	30	27	26	4	22	9	2	0	2	10	16	28	32	29	41	2	1	23	17
"2363"	"ECB_02363"	382	735	195	149	19	4	3	110	84	47	99	23	66	26	10	7	27	43	71	122	164	99	86	22	8	204	70
"2364"	"ECB_02364"	331	414	163	97	32	16	4	427	129	28	89	107	84	27	82	16	125	108	83	158	147	115	101	113	19	729	156
"2365"	"ECB_02365"	108	81	75	67	8	1	0	30	28	19	44	8	43	11	3	1	5	7	53	68	76	69	79	10	2	58	11
"2366"	"ECB_02366"	133	255	125	105	5	0	1	40	49	24	65	37	63	9	5	2	36	26	64	96	187	140	78	8	6	124	30
"2367"	"ECB_02367"	137	301	149	114	29	17	6	192	165	48	79	34	57	31	14	17	91	56	67	126	144	135	80	32	9	499	109
"2368"	"ECB_02368"	1003	1674	607	465	2	0	2	4	30	96	342	244	258	4	1	0	0	8	274	582	527	548	277	1	0	6	9
"2369"	"ECB_02369"	4171	5159	2282	1085	40	2	4	117	351	599	789	220	600	55	9	4	27	103	745	1354	1132	958	788	22	3	167	200
"2370"	"ECB_02370"	2915	2937	1290	673	40	2	2	69	428	398	565	141	340	118	10	3	21	124	637	993	802	665	573	22	1	141	253
"2371"	"ECB_02371"	253	299	115	54	8	11	7	44	40	59	68	5	28	7	31	5	27	22	56	109	92	69	37	37	7	109	42
"2372"	"ECB_02372"	1683	2170	473	256	16	1	0	51	48	321	397	224	265	33	12	5	29	28	348	688	547	531	296	44	8	72	36
"2373"	"ECB_02373"	3	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0
"2374"	"ECB_02374"	14	28	11	2	0	0	0	2	10	4	3	0	1	0	1	0	1	3	1	6	3	2	2	0	0	3	1
